"id","tanggal","co2","no2","co","benzene","toluene","pm25","humidity","temperature","created_at","updated_at","new_id"
1718353318,"2024-06-14 08:21:58",410.29,23.12,0.53,0.00,2.58,46.09,70.40,32.10,"2024-06-14 08:21:58","2024-06-14 08:21:58",AIR001
1718353328,"2024-06-14 08:22:08",409.98,22.17,0.55,0.00,2.49,48.58,70.20,32.10,"2024-06-14 08:22:08","2024-06-14 08:22:08",AIR001
1718353338,"2024-06-14 08:22:18",405.24,9.14,0.29,0.00,1.15,18.70,70.00,32.10,"2024-06-14 08:22:18","2024-06-14 08:22:18",AIR001
1718353353,"2024-06-14 08:22:33",406.01,11.03,0.26,0.00,1.35,9.57,70.00,32.10,"2024-06-14 08:22:33","2024-06-14 08:22:33",AIR001
1718353363,"2024-06-14 08:22:43",406.01,11.03,0.23,0.00,1.35,14.55,70.50,32.20,"2024-06-14 08:22:43","2024-06-14 08:22:43",AIR001
1718353373,"2024-06-14 08:22:53",406.05,11.13,0.24,0.00,1.36,12.89,71.00,32.30,"2024-06-14 08:22:53","2024-06-14 08:22:53",AIR001
1718353383,"2024-06-14 08:23:03",404.84,8.19,0.28,0.00,1.04,16.21,71.00,32.50,"2024-06-14 08:23:03","2024-06-14 08:23:03",AIR001
1718353398,"2024-06-14 08:23:18",404.75,7.97,0.28,0.00,1.02,22.85,69.80,32.60,"2024-06-14 08:23:18","2024-06-14 08:23:18",AIR001
1718353408,"2024-06-14 08:23:28",404.26,6.87,0.28,0.00,0.89,16.21,69.30,32.60,"2024-06-14 08:23:28","2024-06-14 08:23:28",AIR001
1718353418,"2024-06-14 08:23:38",404.12,6.56,0.29,0.00,0.86,21.19,70.70,32.80,"2024-06-14 08:23:38","2024-06-14 08:23:38",AIR001
1718353433,"2024-06-14 08:23:53",404.18,6.68,0.28,0.00,0.87,32.81,69.60,32.90,"2024-06-14 08:23:53","2024-06-14 08:23:53",AIR001
1718353443,"2024-06-14 08:24:03",404.35,7.07,0.28,0.00,0.92,13.72,67.60,33.10,"2024-06-14 08:24:03","2024-06-14 08:24:03",AIR001
1718353453,"2024-06-14 08:24:13",404.59,7.61,0.29,0.00,0.98,24.51,67.90,33.30,"2024-06-14 08:24:13","2024-06-14 08:24:13",AIR001
1718353463,"2024-06-14 08:24:23",404.65,7.75,0.29,0.00,0.99,24.51,68.10,33.40,"2024-06-14 08:24:23","2024-06-14 08:24:23",AIR001
1718353478,"2024-06-14 08:24:38",404.44,7.27,0.28,0.00,0.94,24.51,67.90,33.60,"2024-06-14 08:24:38","2024-06-14 08:24:38",AIR001
1718353488,"2024-06-14 08:24:48",404.01,6.32,0.25,0.00,0.83,17.04,67.60,33.70,"2024-06-14 08:24:48","2024-06-14 08:24:48",AIR001
1718353498,"2024-06-14 08:24:58",409.62,21.08,0.77,0.00,2.38,56.05,66.70,33.70,"2024-06-14 08:24:58","2024-06-14 08:24:58",AIR001
1718353508,"2024-06-14 08:25:08",406.53,12.37,0.58,0.00,1.49,51.90,66.10,33.60,"2024-06-14 08:25:08","2024-06-14 08:25:08",AIR001
1718353523,"2024-06-14 08:25:23",405.42,9.56,0.58,0.00,1.19,52.73,66.20,33.50,"2024-06-14 08:25:23","2024-06-14 08:25:23",AIR001
1718353533,"2024-06-14 08:25:33",405.67,10.18,0.60,0.00,1.26,47.75,66.30,33.50,"2024-06-14 08:25:33","2024-06-14 08:25:33",AIR001
1718353543,"2024-06-14 08:25:43",405.67,10.18,0.67,0.00,1.26,57.71,65.40,33.50,"2024-06-14 08:25:43","2024-06-14 08:25:43",AIR001
1718353558,"2024-06-14 08:25:58",405.24,9.14,0.59,0.00,1.15,44.43,65.20,33.50,"2024-06-14 08:25:58","2024-06-14 08:25:58",AIR001
1718353568,"2024-06-14 08:26:08",405.10,8.81,0.58,0.00,1.11,52.73,65.50,33.50,"2024-06-14 08:26:08","2024-06-14 08:26:08",AIR001
1718353578,"2024-06-14 08:26:18",405.34,9.39,0.58,0.00,1.17,52.73,65.10,33.50,"2024-06-14 08:26:18","2024-06-14 08:26:18",AIR001
1718353588,"2024-06-14 08:26:28",405.38,9.47,0.58,0.00,1.18,43.60,65.20,33.60,"2024-06-14 08:26:28","2024-06-14 08:26:28",AIR001
1718353603,"2024-06-14 08:26:43",405.34,9.39,0.57,0.00,1.17,46.92,65.00,33.60,"2024-06-14 08:26:43","2024-06-14 08:26:43",AIR001
1718353613,"2024-06-14 08:26:53",405.21,9.05,0.57,0.00,1.14,52.73,64.80,33.60,"2024-06-14 08:26:53","2024-06-14 08:26:53",AIR001
1718353623,"2024-06-14 08:27:03",405.10,8.81,0.56,0.00,1.11,43.60,64.20,33.60,"2024-06-14 08:27:03","2024-06-14 08:27:03",AIR001
1718353633,"2024-06-14 08:27:13",405.21,9.05,0.56,0.00,1.14,44.43,63.80,33.50,"2024-06-14 08:27:13","2024-06-14 08:27:13",AIR001
1718353648,"2024-06-14 08:27:28",405.17,8.97,0.56,0.00,1.13,45.26,64.20,33.40,"2024-06-14 08:27:28","2024-06-14 08:27:28",AIR001
1718353658,"2024-06-14 08:27:38",405.10,8.81,0.56,0.00,1.11,44.43,64.70,33.40,"2024-06-14 08:27:38","2024-06-14 08:27:38",AIR001
1718353668,"2024-06-14 08:27:48",404.91,8.34,0.56,0.00,1.06,54.39,64.80,33.40,"2024-06-14 08:27:48","2024-06-14 08:27:48",AIR001
1718353683,"2024-06-14 08:28:03",404.78,8.04,0.56,0.00,1.02,47.75,64.30,33.40,"2024-06-14 08:28:03","2024-06-14 08:28:03",AIR001
1718353693,"2024-06-14 08:28:13",404.94,8.42,0.55,0.00,1.07,44.43,64.40,33.40,"2024-06-14 08:28:13","2024-06-14 08:28:13",AIR001
1718353703,"2024-06-14 08:28:23",405.00,8.57,0.57,0.00,1.08,47.75,64.60,33.30,"2024-06-14 08:28:23","2024-06-14 08:28:23",AIR001
1718353713,"2024-06-14 08:28:33",405.07,8.73,0.57,0.00,1.10,53.56,64.60,33.30,"2024-06-14 08:28:33","2024-06-14 08:28:33",AIR001
1718353728,"2024-06-14 08:28:48",404.97,8.50,0.57,0.00,1.08,54.39,64.80,33.30,"2024-06-14 08:28:48","2024-06-14 08:28:48",AIR001
1718353738,"2024-06-14 08:28:58",404.97,8.50,0.56,0.00,1.08,50.24,64.90,33.30,"2024-06-14 08:28:58","2024-06-14 08:28:58",AIR001
1718353748,"2024-06-14 08:29:08",405.04,8.65,0.56,0.00,1.09,51.07,65.40,33.20,"2024-06-14 08:29:08","2024-06-14 08:29:08",AIR001
1718353758,"2024-06-14 08:29:18",405.14,8.89,0.57,0.00,1.12,53.56,65.10,33.20,"2024-06-14 08:29:18","2024-06-14 08:29:18",AIR001
1718353773,"2024-06-14 08:29:33",405.14,8.89,0.57,0.00,1.12,51.07,65.10,33.20,"2024-06-14 08:29:33","2024-06-14 08:29:33",AIR001
1718353783,"2024-06-14 08:29:43",405.04,8.65,0.58,0.00,1.09,50.24,65.30,33.20,"2024-06-14 08:29:43","2024-06-14 08:29:43",AIR001
1718353793,"2024-06-14 08:29:53",404.94,8.42,0.58,0.00,1.07,51.07,65.40,33.20,"2024-06-14 08:29:53","2024-06-14 08:29:53",AIR001
1718353808,"2024-06-14 08:30:08",404.71,7.90,0.58,0.00,1.01,46.92,65.60,33.20,"2024-06-14 08:30:08","2024-06-14 08:30:08",AIR001
1718353818,"2024-06-14 08:30:18",405.14,8.89,0.58,0.00,1.12,55.22,65.70,33.20,"2024-06-14 08:30:18","2024-06-14 08:30:18",AIR001
1718353828,"2024-06-14 08:30:28",406.21,11.53,0.58,0.00,1.40,57.71,65.70,33.20,"2024-06-14 08:30:28","2024-06-14 08:30:28",AIR001
1718353838,"2024-06-14 08:30:38",406.70,12.81,0.59,0.00,1.54,53.56,65.90,33.20,"2024-06-14 08:30:38","2024-06-14 08:30:38",AIR001
1718353853,"2024-06-14 08:30:53",406.74,12.93,0.62,0.00,1.55,54.39,66.00,33.20,"2024-06-14 08:30:53","2024-06-14 08:30:53",AIR001
1718353863,"2024-06-14 08:31:03",406.70,12.81,0.61,0.00,1.54,65.19,66.40,33.20,"2024-06-14 08:31:03","2024-06-14 08:31:03",AIR001
1718353873,"2024-06-14 08:31:13",406.66,12.70,0.59,0.00,1.53,47.75,66.20,33.20,"2024-06-14 08:31:13","2024-06-14 08:31:13",AIR001
1718353883,"2024-06-14 08:31:23",406.74,12.93,0.59,0.00,1.55,51.07,65.80,33.20,"2024-06-14 08:31:23","2024-06-14 08:31:23",AIR001
1718353898,"2024-06-14 08:31:38",406.74,12.93,0.60,0.00,1.55,48.58,65.40,33.20,"2024-06-14 08:31:38","2024-06-14 08:31:38",AIR001
1718353908,"2024-06-14 08:31:48",406.41,12.05,0.58,0.00,1.46,61.04,65.10,33.20,"2024-06-14 08:31:48","2024-06-14 08:31:48",AIR001
1718353918,"2024-06-14 08:31:58",406.41,12.05,0.58,0.00,1.46,42.77,65.20,33.10,"2024-06-14 08:31:58","2024-06-14 08:31:58",AIR001
1718353928,"2024-06-14 08:32:08",406.33,11.84,0.58,0.00,1.44,51.07,65.30,33.10,"2024-06-14 08:32:08","2024-06-14 08:32:08",AIR001
1718353943,"2024-06-14 08:32:23",406.62,12.59,0.58,0.00,1.52,56.88,65.60,33.10,"2024-06-14 08:32:23","2024-06-14 08:32:23",AIR001
1718353953,"2024-06-14 08:32:33",406.49,12.26,0.59,0.00,1.48,43.60,66.20,33.20,"2024-06-14 08:32:33","2024-06-14 08:32:33",AIR001
1718353963,"2024-06-14 08:32:43",406.53,12.37,0.58,0.00,1.49,51.07,66.10,33.20,"2024-06-14 08:32:43","2024-06-14 08:32:43",AIR001
1718353978,"2024-06-14 08:32:58",406.41,12.05,0.58,0.00,1.46,46.92,66.10,33.20,"2024-06-14 08:32:58","2024-06-14 08:32:58",AIR001
1718353988,"2024-06-14 08:33:08",406.33,11.84,0.58,0.00,1.44,55.22,65.30,33.20,"2024-06-14 08:33:08","2024-06-14 08:33:08",AIR001
1718353998,"2024-06-14 08:33:18",406.25,11.63,0.57,0.00,1.42,47.75,65.20,33.10,"2024-06-14 08:33:18","2024-06-14 08:33:18",AIR001
1718354008,"2024-06-14 08:33:28",406.13,11.33,0.57,0.00,1.38,46.92,65.00,33.10,"2024-06-14 08:33:28","2024-06-14 08:33:28",AIR001
1718354023,"2024-06-14 08:33:43",406.29,11.73,0.57,0.00,1.43,41.11,65.00,33.10,"2024-06-14 08:33:43","2024-06-14 08:33:43",AIR001
1718354033,"2024-06-14 08:33:53",406.21,11.53,0.57,0.00,1.40,41.94,65.00,33.20,"2024-06-14 08:33:53","2024-06-14 08:33:53",AIR001
1718354043,"2024-06-14 08:34:03",406.21,11.53,0.57,0.00,1.40,52.73,64.90,33.20,"2024-06-14 08:34:03","2024-06-14 08:34:03",AIR001
1718354053,"2024-06-14 08:34:13",406.21,11.53,0.57,0.00,1.40,45.26,65.10,33.20,"2024-06-14 08:34:13","2024-06-14 08:34:13",AIR001
1718354068,"2024-06-14 08:34:28",406.21,11.53,0.57,0.00,1.40,58.54,65.10,33.20,"2024-06-14 08:34:28","2024-06-14 08:34:28",AIR001
1718354078,"2024-06-14 08:34:38",406.05,11.13,0.57,0.00,1.36,51.07,64.80,33.20,"2024-06-14 08:34:38","2024-06-14 08:34:38",AIR001
1718354088,"2024-06-14 08:34:48",406.01,11.03,0.57,0.00,1.35,52.73,65.20,33.20,"2024-06-14 08:34:48","2024-06-14 08:34:48",AIR001
1718354103,"2024-06-14 08:35:03",405.93,10.83,0.56,0.00,1.33,49.41,65.60,33.10,"2024-06-14 08:35:03","2024-06-14 08:35:03",AIR001
1718354113,"2024-06-14 08:35:13",405.97,10.93,0.56,0.00,1.34,51.07,65.40,33.10,"2024-06-14 08:35:13","2024-06-14 08:35:13",AIR001
1718354123,"2024-06-14 08:35:23",406.13,11.33,0.56,0.00,1.38,51.90,65.20,33.00,"2024-06-14 08:35:23","2024-06-14 08:35:23",AIR001
1718354133,"2024-06-14 08:35:33",406.45,12.15,0.69,0.00,1.47,52.73,65.50,33.00,"2024-06-14 08:35:33","2024-06-14 08:35:33",AIR001
1718354148,"2024-06-14 08:35:48",406.13,11.33,0.67,0.00,1.38,62.70,66.30,33.00,"2024-06-14 08:35:48","2024-06-14 08:35:48",AIR001
1718354158,"2024-06-14 08:35:58",405.86,10.64,0.61,0.00,1.31,67.68,65.90,33.00,"2024-06-14 08:35:58","2024-06-14 08:35:58",AIR001
1718354168,"2024-06-14 08:36:08",405.89,10.74,0.62,0.00,1.32,55.22,65.70,33.00,"2024-06-14 08:36:08","2024-06-14 08:36:08",AIR001
1718354178,"2024-06-14 08:36:18",406.09,11.23,0.62,0.00,1.37,55.22,65.80,32.90,"2024-06-14 08:36:18","2024-06-14 08:36:18",AIR001
1718354193,"2024-06-14 08:36:33",405.97,10.93,0.62,0.00,1.34,61.04,66.00,32.90,"2024-06-14 08:36:33","2024-06-14 08:36:33",AIR001
1718354203,"2024-06-14 08:36:43",405.86,10.64,0.64,0.00,1.31,65.19,66.10,33.00,"2024-06-14 08:36:43","2024-06-14 08:36:43",AIR001
1718354213,"2024-06-14 08:36:53",405.89,10.74,0.64,0.00,1.32,61.04,66.00,33.00,"2024-06-14 08:36:53","2024-06-14 08:36:53",AIR001
1718354228,"2024-06-14 08:37:08",405.74,10.36,0.62,0.00,1.28,54.39,65.90,33.00,"2024-06-14 08:37:08","2024-06-14 08:37:08",AIR001
1718354238,"2024-06-14 08:37:18",405.63,10.09,0.62,0.00,1.25,56.88,65.90,32.90,"2024-06-14 08:37:18","2024-06-14 08:37:18",AIR001
1718354248,"2024-06-14 08:37:28",405.67,10.18,0.62,0.00,1.26,54.39,66.10,32.80,"2024-06-14 08:37:28","2024-06-14 08:37:28",AIR001
1718354258,"2024-06-14 08:37:38",405.45,9.64,0.62,0.00,1.20,43.60,66.30,32.80,"2024-06-14 08:37:38","2024-06-14 08:37:38",AIR001
1718354273,"2024-06-14 08:37:53",405.71,10.27,0.62,0.00,1.27,53.56,66.60,32.70,"2024-06-14 08:37:53","2024-06-14 08:37:53",AIR001
1718354283,"2024-06-14 08:38:03",405.74,10.36,0.62,0.00,1.28,62.70,66.90,32.70,"2024-06-14 08:38:03","2024-06-14 08:38:03",AIR001
1718354293,"2024-06-14 08:38:13",405.17,8.97,0.64,0.00,1.13,59.37,67.30,32.60,"2024-06-14 08:38:13","2024-06-14 08:38:13",AIR001
1718354303,"2024-06-14 08:38:23",405.60,10.00,0.62,0.00,1.24,51.07,67.40,32.50,"2024-06-14 08:38:23","2024-06-14 08:38:23",AIR001
1718354318,"2024-06-14 08:38:38",405.34,9.39,0.63,0.00,1.17,64.36,67.40,32.40,"2024-06-14 08:38:38","2024-06-14 08:38:38",AIR001
1718354328,"2024-06-14 08:38:48",405.67,10.18,0.64,0.00,1.26,55.22,67.50,32.30,"2024-06-14 08:38:48","2024-06-14 08:38:48",AIR001
1718354338,"2024-06-14 08:38:58",405.82,10.55,0.65,0.00,1.30,62.70,67.90,32.30,"2024-06-14 08:38:58","2024-06-14 08:38:58",AIR001
1718354353,"2024-06-14 08:39:13",405.93,10.83,0.65,0.00,1.33,56.88,68.10,32.30,"2024-06-14 08:39:13","2024-06-14 08:39:13",AIR001
1718354363,"2024-06-14 08:39:23",405.97,10.93,0.64,0.00,1.34,42.77,68.20,32.30,"2024-06-14 08:39:23","2024-06-14 08:39:23",AIR001
1718354373,"2024-06-14 08:39:33",405.89,10.74,0.64,0.00,1.32,58.54,68.10,32.30,"2024-06-14 08:39:33","2024-06-14 08:39:33",AIR001
1718354383,"2024-06-14 08:39:43",405.82,10.55,0.66,0.00,1.30,61.87,67.30,32.30,"2024-06-14 08:39:43","2024-06-14 08:39:43",AIR001
1718354398,"2024-06-14 08:39:58",406.21,11.53,0.68,0.00,1.40,58.54,67.30,32.30,"2024-06-14 08:39:58","2024-06-14 08:39:58",AIR001
1718354408,"2024-06-14 08:40:08",405.97,10.93,0.68,0.00,1.34,61.04,67.50,32.40,"2024-06-14 08:40:08","2024-06-14 08:40:08",AIR001
1718354418,"2024-06-14 08:40:18",406.05,11.13,0.68,0.00,1.36,51.07,67.40,32.40,"2024-06-14 08:40:18","2024-06-14 08:40:18",AIR001
1718354428,"2024-06-14 08:40:28",406.21,11.53,0.68,0.00,1.40,57.71,67.20,32.40,"2024-06-14 08:40:28","2024-06-14 08:40:28",AIR001
1718354443,"2024-06-14 08:40:43",406.33,11.84,0.69,0.00,1.44,64.36,67.40,32.30,"2024-06-14 08:40:43","2024-06-14 08:40:43",AIR001
1718354453,"2024-06-14 08:40:53",406.05,11.13,0.68,0.00,1.36,59.37,67.50,32.30,"2024-06-14 08:40:53","2024-06-14 08:40:53",AIR001
1718354463,"2024-06-14 08:41:03",405.97,10.93,0.67,0.00,1.34,66.85,67.70,32.30,"2024-06-14 08:41:03","2024-06-14 08:41:03",AIR001
1718354473,"2024-06-14 08:41:13",406.17,11.43,0.69,0.00,1.39,59.37,68.00,32.30,"2024-06-14 08:41:13","2024-06-14 08:41:13",AIR001
1718354488,"2024-06-14 08:41:28",406.13,11.33,0.69,0.00,1.38,62.70,68.40,32.30,"2024-06-14 08:41:28","2024-06-14 08:41:28",AIR001
1718354498,"2024-06-14 08:41:38",405.89,10.74,0.65,0.00,1.32,58.54,68.40,32.30,"2024-06-14 08:41:38","2024-06-14 08:41:38",AIR001
1718354508,"2024-06-14 08:41:48",406.05,11.13,0.66,0.00,1.36,61.04,68.20,32.30,"2024-06-14 08:41:48","2024-06-14 08:41:48",AIR001
1718354523,"2024-06-14 08:42:03",406.09,11.23,0.66,0.00,1.37,57.71,68.10,32.40,"2024-06-14 08:42:03","2024-06-14 08:42:03",AIR001
1718354533,"2024-06-14 08:42:13",405.97,10.93,0.65,0.00,1.34,61.04,68.20,32.40,"2024-06-14 08:42:13","2024-06-14 08:42:13",AIR001
1718354543,"2024-06-14 08:42:23",406.01,11.03,0.64,0.00,1.35,58.54,68.30,32.40,"2024-06-14 08:42:23","2024-06-14 08:42:23",AIR001
1718354553,"2024-06-14 08:42:33",406.05,11.13,0.64,0.00,1.36,54.39,68.30,32.40,"2024-06-14 08:42:33","2024-06-14 08:42:33",AIR001
1718354568,"2024-06-14 08:42:48",405.97,10.93,0.64,0.00,1.34,51.07,68.30,32.40,"2024-06-14 08:42:48","2024-06-14 08:42:48",AIR001
1718354578,"2024-06-14 08:42:58",405.78,10.45,0.65,0.00,1.29,59.37,68.30,32.50,"2024-06-14 08:42:58","2024-06-14 08:42:58",AIR001
1718354588,"2024-06-14 08:43:08",405.78,10.45,0.65,0.00,1.29,53.56,68.30,32.50,"2024-06-14 08:43:08","2024-06-14 08:43:08",AIR001
1718354598,"2024-06-14 08:43:18",405.82,10.55,0.65,0.00,1.30,59.37,67.90,32.50,"2024-06-14 08:43:18","2024-06-14 08:43:18",AIR001
1718354613,"2024-06-14 08:43:33",405.71,10.27,0.65,0.00,1.27,58.54,68.00,32.50,"2024-06-14 08:43:33","2024-06-14 08:43:33",AIR001
1718354623,"2024-06-14 08:43:43",405.74,10.36,0.66,0.00,1.28,58.54,68.10,32.40,"2024-06-14 08:43:43","2024-06-14 08:43:43",AIR001
1718354633,"2024-06-14 08:43:53",405.86,10.64,0.65,0.00,1.31,51.90,68.10,32.40,"2024-06-14 08:43:53","2024-06-14 08:43:53",AIR001
1718354648,"2024-06-14 08:44:08",405.82,10.55,0.65,0.00,1.30,62.70,68.00,32.30,"2024-06-14 08:44:08","2024-06-14 08:44:08",AIR001
1718354658,"2024-06-14 08:44:18",405.86,10.64,0.65,0.00,1.31,59.37,68.00,32.30,"2024-06-14 08:44:18","2024-06-14 08:44:18",AIR001
1718354668,"2024-06-14 08:44:28",405.78,10.45,0.65,0.00,1.29,59.37,68.10,32.40,"2024-06-14 08:44:28","2024-06-14 08:44:28",AIR001
1718354678,"2024-06-14 08:44:38",405.78,10.45,0.65,0.00,1.29,69.34,68.30,32.40,"2024-06-14 08:44:38","2024-06-14 08:44:38",AIR001
1718354694,"2024-06-14 08:44:54",405.82,10.55,0.66,0.00,1.30,53.56,67.80,32.40,"2024-06-14 08:44:54","2024-06-14 08:44:54",AIR001
1718354704,"2024-06-14 08:45:04",405.82,10.55,0.65,0.00,1.30,59.37,67.80,32.30,"2024-06-14 08:45:04","2024-06-14 08:45:04",AIR001
1718354714,"2024-06-14 08:45:14",405.89,10.74,0.65,0.00,1.32,59.37,67.90,32.30,"2024-06-14 08:45:14","2024-06-14 08:45:14",AIR001
1718354724,"2024-06-14 08:45:24",405.97,10.93,0.66,0.00,1.34,59.37,68.00,32.30,"2024-06-14 08:45:24","2024-06-14 08:45:24",AIR001
1718354739,"2024-06-14 08:45:39",405.97,10.93,0.65,0.00,1.34,55.22,68.00,32.40,"2024-06-14 08:45:39","2024-06-14 08:45:39",AIR001
1718354749,"2024-06-14 08:45:49",405.89,10.74,0.65,0.00,1.32,53.56,68.00,32.40,"2024-06-14 08:45:49","2024-06-14 08:45:49",AIR001
1718354759,"2024-06-14 08:45:59",405.74,10.36,0.64,0.00,1.28,57.71,67.70,32.40,"2024-06-14 08:45:59","2024-06-14 08:45:59",AIR001
1718354774,"2024-06-14 08:46:14",405.63,10.09,0.65,0.00,1.25,57.71,67.60,32.50,"2024-06-14 08:46:14","2024-06-14 08:46:14",AIR001
1718354784,"2024-06-14 08:46:24",405.67,10.18,0.65,0.00,1.26,56.88,67.70,32.50,"2024-06-14 08:46:24","2024-06-14 08:46:24",AIR001
1718354794,"2024-06-14 08:46:34",405.78,10.45,0.65,0.00,1.29,58.54,67.80,32.50,"2024-06-14 08:46:34","2024-06-14 08:46:34",AIR001
1718354804,"2024-06-14 08:46:44",405.67,10.18,0.65,0.00,1.26,53.56,68.10,32.50,"2024-06-14 08:46:44","2024-06-14 08:46:44",AIR001
1718354818,"2024-06-14 08:46:58",405.60,10.00,0.65,0.00,1.24,51.90,68.20,32.50,"2024-06-14 08:46:58","2024-06-14 08:46:58",AIR001
1718354828,"2024-06-14 08:47:08",405.63,10.09,0.65,0.00,1.25,61.04,67.60,32.50,"2024-06-14 08:47:08","2024-06-14 08:47:08",AIR001
1718354838,"2024-06-14 08:47:18",405.52,9.82,0.65,0.00,1.22,46.92,67.40,32.50,"2024-06-14 08:47:18","2024-06-14 08:47:18",AIR001
1718354848,"2024-06-14 08:47:28",405.63,10.09,0.64,0.00,1.25,52.73,67.30,32.40,"2024-06-14 08:47:28","2024-06-14 08:47:28",AIR001
1718354863,"2024-06-14 08:47:43",405.86,10.64,0.65,0.00,1.31,62.70,67.00,32.40,"2024-06-14 08:47:43","2024-06-14 08:47:43",AIR001
1718354873,"2024-06-14 08:47:53",405.97,10.93,0.64,0.00,1.34,51.07,67.40,32.40,"2024-06-14 08:47:53","2024-06-14 08:47:53",AIR001
1718354883,"2024-06-14 08:48:03",405.97,10.93,0.64,0.00,1.34,58.54,67.10,32.40,"2024-06-14 08:48:03","2024-06-14 08:48:03",AIR001
1718354898,"2024-06-14 08:48:18",405.82,10.55,0.64,0.00,1.30,53.56,67.40,32.30,"2024-06-14 08:48:18","2024-06-14 08:48:18",AIR001
1718354908,"2024-06-14 08:48:28",405.97,10.93,0.64,0.00,1.34,61.87,67.20,32.30,"2024-06-14 08:48:28","2024-06-14 08:48:28",AIR001
1718354918,"2024-06-14 08:48:38",405.89,10.74,0.64,0.00,1.32,57.71,67.50,32.30,"2024-06-14 08:48:38","2024-06-14 08:48:38",AIR001
1718354928,"2024-06-14 08:48:48",405.86,10.64,0.63,0.00,1.31,62.70,67.60,32.30,"2024-06-14 08:48:48","2024-06-14 08:48:48",AIR001
1718354944,"2024-06-14 08:49:04",405.71,10.27,0.64,0.00,1.27,55.22,67.30,32.30,"2024-06-14 08:49:04","2024-06-14 08:49:04",AIR001
1718354954,"2024-06-14 08:49:14",405.42,9.56,0.62,0.00,1.19,52.73,67.10,32.40,"2024-06-14 08:49:14","2024-06-14 08:49:14",AIR001
1718354964,"2024-06-14 08:49:24",404.71,7.90,0.62,0.00,1.01,56.88,67.10,32.40,"2024-06-14 08:49:24","2024-06-14 08:49:24",AIR001
1718354974,"2024-06-14 08:49:34",404.84,8.19,0.62,0.00,1.04,54.39,66.50,32.30,"2024-06-14 08:49:34","2024-06-14 08:49:34",AIR001
1718354989,"2024-06-14 08:49:49",405.24,9.14,0.64,0.00,1.15,52.73,66.60,32.20,"2024-06-14 08:49:49","2024-06-14 08:49:49",AIR001
1718354999,"2024-06-14 08:49:59",405.45,9.64,0.64,0.00,1.20,56.05,66.50,32.20,"2024-06-14 08:49:59","2024-06-14 08:49:59",AIR001
1718355009,"2024-06-14 08:50:09",405.78,10.45,0.64,0.00,1.29,55.22,66.60,32.10,"2024-06-14 08:50:09","2024-06-14 08:50:09",AIR001
1718355024,"2024-06-14 08:50:24",406.01,11.03,0.69,0.00,1.35,62.70,67.10,32.10,"2024-06-14 08:50:24","2024-06-14 08:50:24",AIR001
1718355044,"2024-06-14 08:50:44",406.09,11.23,0.68,0.00,1.37,60.21,67.30,32.10,"2024-06-14 08:50:44","2024-06-14 08:50:44",AIR001
1718355054,"2024-06-14 08:50:54",405.82,10.55,0.67,0.00,1.30,64.36,67.40,32.10,"2024-06-14 08:50:54","2024-06-14 08:50:54",AIR001
1718355069,"2024-06-14 08:51:09",405.74,10.36,0.66,0.00,1.28,51.07,67.60,32.10,"2024-06-14 08:51:09","2024-06-14 08:51:09",AIR001
1718355079,"2024-06-14 08:51:19",405.78,10.45,0.65,0.00,1.29,58.54,67.70,32.10,"2024-06-14 08:51:19","2024-06-14 08:51:19",AIR001
1718355089,"2024-06-14 08:51:29",405.97,10.93,0.66,0.00,1.34,56.05,67.90,32.10,"2024-06-14 08:51:29","2024-06-14 08:51:29",AIR001
1718355099,"2024-06-14 08:51:39",405.97,10.93,0.67,0.00,1.34,56.05,68.10,32.10,"2024-06-14 08:51:39","2024-06-14 08:51:39",AIR001
1718355114,"2024-06-14 08:51:54",406.01,11.03,0.67,0.00,1.35,59.37,68.10,32.10,"2024-06-14 08:51:54","2024-06-14 08:51:54",AIR001
1718355124,"2024-06-14 08:52:04",405.78,10.45,0.66,0.00,1.29,54.39,68.10,32.20,"2024-06-14 08:52:04","2024-06-14 08:52:04",AIR001
1718355134,"2024-06-14 08:52:14",405.52,9.82,0.66,0.00,1.22,49.41,68.00,32.20,"2024-06-14 08:52:14","2024-06-14 08:52:14",AIR001
1718355144,"2024-06-14 08:52:24",405.78,10.45,0.67,0.00,1.29,55.22,67.10,32.10,"2024-06-14 08:52:24","2024-06-14 08:52:24",AIR001
1718355159,"2024-06-14 08:52:39",406.05,11.13,0.67,0.00,1.36,55.22,67.30,32.00,"2024-06-14 08:52:39","2024-06-14 08:52:39",AIR001
1718355169,"2024-06-14 08:52:49",406.05,11.13,0.65,0.00,1.36,57.71,68.20,32.00,"2024-06-14 08:52:49","2024-06-14 08:52:49",AIR001
1718355179,"2024-06-14 08:52:59",406.05,11.13,0.66,0.00,1.36,58.54,68.60,32.10,"2024-06-14 08:52:59","2024-06-14 08:52:59",AIR001
1718355194,"2024-06-14 08:53:14",406.01,11.03,0.66,0.00,1.35,63.53,68.80,32.10,"2024-06-14 08:53:14","2024-06-14 08:53:14",AIR001
1718355204,"2024-06-14 08:53:24",406.09,11.23,0.67,0.00,1.37,53.56,68.80,32.10,"2024-06-14 08:53:24","2024-06-14 08:53:24",AIR001
1718355214,"2024-06-14 08:53:34",405.97,10.93,0.66,0.00,1.34,65.19,68.80,32.20,"2024-06-14 08:53:34","2024-06-14 08:53:34",AIR001
1718355224,"2024-06-14 08:53:44",405.97,10.93,0.64,0.00,1.34,56.88,68.50,32.20,"2024-06-14 08:53:44","2024-06-14 08:53:44",AIR001
